[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20005, rs-50006} Result: [2017-04-21, 星期五, 9288, 1976, null, 11101, 0.163319, 阴, 1843, SVM模型, null, 0, null, null]
[DEBUG][2020-04-03][druid.sql.ResultSet]{conn-10020, pstmt-20006, rs-50037} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} clearParameters. 
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} pool-recycle
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10001} closed
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10002} closed
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10003} closed
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10004} closed
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10005} closed
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10006} closed
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10007} closed
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10008} closed
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10009} closed
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10010} closed
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10011} closed
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10012} closed
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10013} closed
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10014} closed
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10015} closed
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10016} closed
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10017} closed
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10018} closed
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10019} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20000} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20001} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20002} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20003} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20004} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20005} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20007} closed
[DEBUG][2020-04-03][druid.sql.Statement]{conn-10020, pstmt-20006} closed
[DEBUG][2020-04-03][druid.sql.Connection]{conn-10020} closed
